sample no	grandparent	Acc. human 1	Acc. human 2	Acc. GPT2-xl	definition-context	model match score	aligned together	synset	definition	context word	context	correct context word	correct context	
9	adult.n.01	0.50	0.75	0.25	1-1	-22.6	False	traditionalist.n.01	one who adheres to traditional views	Traditionalists	To the <XXX> , it was a brilliant satire on modernism ; to the Neo Classicists , it was a challenge to the pre-war world .	Traditionalists	To the <XXX> , it was a brilliant satire on modernism ; to the Neo Classicists , it was a challenge to the pre-war world .
9	adult.n.01	0.50	0.75	0.25	1-2	-25.0	True	traditionalist.n.01	one who adheres to traditional views	sir	`` Yes , <XXX> .	Traditionalists	To the <XXX> , it was a brilliant satire on modernism ; to the Neo Classicists , it was a challenge to the pre-war world .
9	adult.n.01	0.50	0.75	0.25	2-2	-27.7	False	sir.n.01	term of address for a man	sir	`` Yes , <XXX> .	sir	`` Yes , <XXX> .
9	adult.n.01	0.50	0.75	0.25	2-4	-23.4	True	sir.n.01	term of address for a man	guy	And you know you will always wonder all of your life whether it was because you wanted him so bad that you did n't get him , and you can feel nearly sorry enough to cry when you think of that other <XXX> , the chump who begged you to marry him , the one with the plastered hair and the car he could n't afford and the too shiny shoes .	sir	`` Yes , <XXX> .
9	adult.n.01	0.50	0.75	0.25	3-3	-10.4	False	girl.n.01	a young woman	girls	In 1959 SAAMI 's shooting development program announced a new activity designed to expose thousands of teen-age boys and <XXX> to the healthy fun enjoyed through the participation in the shooting sports .	girls	In 1959 SAAMI 's shooting development program announced a new activity designed to expose thousands of teen-age boys and <XXX> to the healthy fun enjoyed through the participation in the shooting sports .
9	adult.n.01	0.50	0.75	0.25	3-8	-9.7	True	girl.n.01	a young woman	gentlemen	`` Ladies and <XXX> , in place of my regular closing number tonight , I 'd like to sing something of a different nature for you .	girls	In 1959 SAAMI 's shooting development program announced a new activity designed to expose thousands of teen-age boys and <XXX> to the healthy fun enjoyed through the participation in the shooting sports .
9	adult.n.01	0.50	0.75	0.25	4-3	-21.5	True	guy.n.01	an informal term for a youth or man	girls	In 1959 SAAMI 's shooting development program announced a new activity designed to expose thousands of teen-age boys and <XXX> to the healthy fun enjoyed through the participation in the shooting sports .	guy	And you know you will always wonder all of your life whether it was because you wanted him so bad that you did n't get him , and you can feel nearly sorry enough to cry when you think of that other <XXX> , the chump who begged you to marry him , the one with the plastered hair and the car he could n't afford and the too shiny shoes .
9	adult.n.01	0.50	0.75	0.25	4-4	-28.1	False	guy.n.01	an informal term for a youth or man	guy	And you know you will always wonder all of your life whether it was because you wanted him so bad that you did n't get him , and you can feel nearly sorry enough to cry when you think of that other <XXX> , the chump who begged you to marry him , the one with the plastered hair and the car he could n't afford and the too shiny shoes .	guy	And you know you will always wonder all of your life whether it was because you wanted him so bad that you did n't get him , and you can feel nearly sorry enough to cry when you think of that other <XXX> , the chump who begged you to marry him , the one with the plastered hair and the car he could n't afford and the too shiny shoes .
9	adult.n.01	0.50	0.75	0.25	5-1	-37.9	True	critic.n.01	a person who is professionally engaged in the analysis and interpretation of works of art	Traditionalists	To the <XXX> , it was a brilliant satire on modernism ; to the Neo Classicists , it was a challenge to the pre-war world .	critic	I called the other afternoon on my old friend , Graves Moreland , the Anglo-American literary <XXX> - his mother was born in Ohio - who lives alone in a fairy-tale cottage on the Upson Downs , raising hell and peacocks , the former only when the venerable gentleman becomes an angry old man about the state of literature or something else that is dwindling and diminishing , such as human stature , hope , and humor .
9	adult.n.01	0.50	0.75	0.25	5-5	-40.1	False	critic.n.01	a person who is professionally engaged in the analysis and interpretation of works of art	critic	I called the other afternoon on my old friend , Graves Moreland , the Anglo-American literary <XXX> - his mother was born in Ohio - who lives alone in a fairy-tale cottage on the Upson Downs , raising hell and peacocks , the former only when the venerable gentleman becomes an angry old man about the state of literature or something else that is dwindling and diminishing , such as human stature , hope , and humor .	critic	I called the other afternoon on my old friend , Graves Moreland , the Anglo-American literary <XXX> - his mother was born in Ohio - who lives alone in a fairy-tale cottage on the Upson Downs , raising hell and peacocks , the former only when the venerable gentleman becomes an angry old man about the state of literature or something else that is dwindling and diminishing , such as human stature , hope , and humor .
9	adult.n.01	0.50	0.75	0.25	8-5	-16.8	True	gentleman.n.01	a man of refinement	critic	I called the other afternoon on my old friend , Graves Moreland , the Anglo-American literary <XXX> - his mother was born in Ohio - who lives alone in a fairy-tale cottage on the Upson Downs , raising hell and peacocks , the former only when the venerable gentleman becomes an angry old man about the state of literature or something else that is dwindling and diminishing , such as human stature , hope , and humor .	gentlemen	`` Ladies and <XXX> , in place of my regular closing number tonight , I 'd like to sing something of a different nature for you .
9	adult.n.01	0.50	0.75	0.25	8-8	-17.8	False	gentleman.n.01	a man of refinement	gentlemen	`` Ladies and <XXX> , in place of my regular closing number tonight , I 'd like to sing something of a different nature for you .	gentlemen	`` Ladies and <XXX> , in place of my regular closing number tonight , I 'd like to sing something of a different nature for you .
10	quality.n.01	0.62	0.62	0.25	2-2	-53.6	False	persona.n.02	(Jungian psychology) a personal facade that one presents to the world	image	Privately , he created and magnified an <XXX> of himself as a hired assassin .	image	Privately , he created and magnified an <XXX> of himself as a hired assassin .
10	quality.n.01	0.62	0.62	0.25	2-4	-56.5	True	persona.n.02	(Jungian psychology) a personal facade that one presents to the world	shapes	The warped , broken trees in the valley assumed wraith-like <XXX> .	image	Privately , he created and magnified an <XXX> of himself as a hired assassin .
10	quality.n.01	0.62	0.62	0.25	4-4	-24.7	False	form.n.07	the visual appearance of something or someone	shapes	The warped , broken trees in the valley assumed wraith-like <XXX> .	shapes	The warped , broken trees in the valley assumed wraith-like <XXX> .
10	quality.n.01	0.62	0.62	0.25	4-6	-20.6	True	form.n.07	the visual appearance of something or someone	authenticity	In any given period piece the costumes , bric-a-brac , vehicles , and decor , bear the stamp of unimpeachable <XXX> .	shapes	The warped , broken trees in the valley assumed wraith-like <XXX> .
10	quality.n.01	0.62	0.62	0.25	5-2	-48.6	True	resource.n.02	a source of aid or support that may be drawn upon when needed	image	Privately , he created and magnified an <XXX> of himself as a hired assassin .	resources	This much having been said , the question remains whether we have the <XXX> for the job we have to do - defeat Communism - and , if so , how those <XXX> ought to be used .
10	quality.n.01	0.62	0.62	0.25	5-5	-53.8	False	resource.n.02	a source of aid or support that may be drawn upon when needed	resources	This much having been said , the question remains whether we have the <XXX> for the job we have to do - defeat Communism - and , if so , how those <XXX> ought to be used .	resources	This much having been said , the question remains whether we have the <XXX> for the job we have to do - defeat Communism - and , if so , how those <XXX> ought to be used .
10	quality.n.01	0.62	0.62	0.25	6-6	-25.5	False	authenticity.n.01	undisputed credibility	authenticity	In any given period piece the costumes , bric-a-brac , vehicles , and decor , bear the stamp of unimpeachable <XXX> .	authenticity	In any given period piece the costumes , bric-a-brac , vehicles , and decor , bear the stamp of unimpeachable <XXX> .
10	quality.n.01	0.62	0.62	0.25	6-7	-25.4	True	authenticity.n.01	undisputed credibility	brilliance	And in its engineers ' frantic attempts to achieve maximum dynamic impact and earsplitting <XXX> , the recording sounds as though it had been `` doctored for super high fidelity '' .	authenticity	In any given period piece the costumes , bric-a-brac , vehicles , and decor , bear the stamp of unimpeachable <XXX> .
10	quality.n.01	0.62	0.62	0.25	7-7	-39.0	False	magnificence.n.02	the quality of being magnificent or splendid or grand	brilliance	And in its engineers ' frantic attempts to achieve maximum dynamic impact and earsplitting <XXX> , the recording sounds as though it had been `` doctored for super high fidelity '' .	brilliance	And in its engineers ' frantic attempts to achieve maximum dynamic impact and earsplitting <XXX> , the recording sounds as though it had been `` doctored for super high fidelity '' .
10	quality.n.01	0.62	0.62	0.25	7-8	-36.3	True	magnificence.n.02	the quality of being magnificent or splendid or grand	specificity	The <XXX> of staining with * * f was established as follows : * * f specifically stained tumor sections but not sections of healthy sweet clover stems or of crown gall tumor tissue from sweet clover .	brilliance	And in its engineers ' frantic attempts to achieve maximum dynamic impact and earsplitting <XXX> , the recording sounds as though it had been `` doctored for super high fidelity '' .
10	quality.n.01	0.62	0.62	0.25	8-5	-27.2	True	specificity.n.01	the quality of being specific rather than general	resources	This much having been said , the question remains whether we have the <XXX> for the job we have to do - defeat Communism - and , if so , how those <XXX> ought to be used .	specificity	The <XXX> of staining with * * f was established as follows : * * f specifically stained tumor sections but not sections of healthy sweet clover stems or of crown gall tumor tissue from sweet clover .
10	quality.n.01	0.62	0.62	0.25	8-8	-27.4	False	specificity.n.01	the quality of being specific rather than general	specificity	The <XXX> of staining with * * f was established as follows : * * f specifically stained tumor sections but not sections of healthy sweet clover stems or of crown gall tumor tissue from sweet clover .	specificity	The <XXX> of staining with * * f was established as follows : * * f specifically stained tumor sections but not sections of healthy sweet clover stems or of crown gall tumor tissue from sweet clover .
12	message.n.02	1.00	1.00	0.50	3-3	-85.0	False	sarcasm.n.01	witty language used to convey insults or scorn; ; ; --Jonathan Swift	satire	The film they did after his return was an inconsequential bit of nothing titled Out of This World , a <XXX> on the Sinatra bobby-soxer craze .	satire	The film they did after his return was an inconsequential bit of nothing titled Out of This World , a <XXX> on the Sinatra bobby-soxer craze .
12	message.n.02	1.00	1.00	0.50	3-6	-80.3	True	sarcasm.n.01	witty language used to convey insults or scorn; ; ; --Jonathan Swift	evidence	On one of his 1921 ventures he was actually come upon by a Detective Sergeant John J. Ryan down on his knees with a tool embedded in a labour office safe in the Postal Telegraph Building ; the jury wanted better <XXX> than that and he was acquitted , at a cost of $ 30000 in bribes , it was estimated .	satire	The film they did after his return was an inconsequential bit of nothing titled Out of This World , a <XXX> on the Sinatra bobby-soxer craze .
12	message.n.02	1.00	1.00	0.50	4-3	-24.9	True	recipe.n.01	directions for making something	satire	The film they did after his return was an inconsequential bit of nothing titled Out of This World , a <XXX> on the Sinatra bobby-soxer craze .	formula	They 'd peddled the soap virtually alone , and without much success , until about a year ago , when - with the addition of `` SX-21 '' to their secret <XXX> and the inauguration of a high-powered advertising campaign - sales had soared practically into orbit .
12	message.n.02	1.00	1.00	0.50	4-4	-24.2	False	recipe.n.01	directions for making something	formula	They 'd peddled the soap virtually alone , and without much success , until about a year ago , when - with the addition of `` SX-21 '' to their secret <XXX> and the inauguration of a high-powered advertising campaign - sales had soared practically into orbit .	formula	They 'd peddled the soap virtually alone , and without much success , until about a year ago , when - with the addition of `` SX-21 '' to their secret <XXX> and the inauguration of a high-powered advertising campaign - sales had soared practically into orbit .
12	message.n.02	1.00	1.00	0.50	6-4	-100.6	True	evidence.n.03	(law) all the means by which any alleged matter of fact whose truth is investigated at judicial trial is established or disproved	formula	They 'd peddled the soap virtually alone , and without much success , until about a year ago , when - with the addition of `` SX-21 '' to their secret <XXX> and the inauguration of a high-powered advertising campaign - sales had soared practically into orbit .	evidence	On one of his 1921 ventures he was actually come upon by a Detective Sergeant John J. Ryan down on his knees with a tool embedded in a labour office safe in the Postal Telegraph Building ; the jury wanted better <XXX> than that and he was acquitted , at a cost of $ 30000 in bribes , it was estimated .
12	message.n.02	1.00	1.00	0.50	6-6	-97.7	False	evidence.n.03	(law) all the means by which any alleged matter of fact whose truth is investigated at judicial trial is established or disproved	evidence	On one of his 1921 ventures he was actually come upon by a Detective Sergeant John J. Ryan down on his knees with a tool embedded in a labour office safe in the Postal Telegraph Building ; the jury wanted better <XXX> than that and he was acquitted , at a cost of $ 30000 in bribes , it was estimated .	evidence	On one of his 1921 ventures he was actually come upon by a Detective Sergeant John J. Ryan down on his knees with a tool embedded in a labour office safe in the Postal Telegraph Building ; the jury wanted better <XXX> than that and he was acquitted , at a cost of $ 30000 in bribes , it was estimated .
13	activity.n.01	1.00	1.00	0.29	1-1	-60.3	False	presentation.n.01	the activity of formally presenting something (as a prize or reward)	presentation	Subject to the limitations of this Act , the Secretary shall make stabilization payments to small domestic producers upon <XXX> of evidence satisfactory to him of their status as such producers and of the sale by them of newly mined ores , or concentrates produced therefrom , as provided in this Act .	presentation	Subject to the limitations of this Act , the Secretary shall make stabilization payments to small domestic producers upon <XXX> of evidence satisfactory to him of their status as such producers and of the sale by them of newly mined ores , or concentrates produced therefrom , as provided in this Act .
13	activity.n.01	1.00	1.00	0.29	1-2	-51.4	True	presentation.n.01	the activity of formally presenting something (as a prize or reward)	cover	There was a clump of trees that appeared to provide <XXX> right up to the road , and the shouting and gunfire never slackened .	presentation	Subject to the limitations of this Act , the Secretary shall make stabilization payments to small domestic producers upon <XXX> of evidence satisfactory to him of their status as such producers and of the sale by them of newly mined ores , or concentrates produced therefrom , as provided in this Act .
13	activity.n.01	1.00	1.00	0.29	2-2	-41.1	False	cover.n.03	the act of concealing the existence of something by obstructing the view of it	cover	There was a clump of trees that appeared to provide <XXX> right up to the road , and the shouting and gunfire never slackened .	cover	There was a clump of trees that appeared to provide <XXX> right up to the road , and the shouting and gunfire never slackened .
13	activity.n.01	1.00	1.00	0.29	2-7	-42.1	True	cover.n.03	the act of concealing the existence of something by obstructing the view of it	routine	He had gotten stuck with a job too big for his imagination ; he had to cling to <XXX> , tested procedures .	cover	There was a clump of trees that appeared to provide <XXX> right up to the road , and the shouting and gunfire never slackened .
13	activity.n.01	1.00	1.00	0.29	4-4	-56.3	False	profession.n.02	an occupation requiring special education (especially in the liberal arts or sciences)	profession	On the other hand , if he wishes to continue in his chosen <XXX> , he must abandon his own code and sacrifice his precious individualism .	profession	On the other hand , if he wishes to continue in his chosen <XXX> , he must abandon his own code and sacrifice his precious individualism .
13	activity.n.01	1.00	1.00	0.29	4-6	-52.3	True	profession.n.02	an occupation requiring special education (especially in the liberal arts or sciences)	possession	By the death of his father in 1888 he had come into <XXX> of the family estate and had re-assumed its traditions .	profession	On the other hand , if he wishes to continue in his chosen <XXX> , he must abandon his own code and sacrifice his precious individualism .
13	activity.n.01	1.00	1.00	0.29	6-4	-29.8	True	possession.n.01	the act of having and controlling property	profession	On the other hand , if he wishes to continue in his chosen <XXX> , he must abandon his own code and sacrifice his precious individualism .	possession	By the death of his father in 1888 he had come into <XXX> of the family estate and had re-assumed its traditions .
13	activity.n.01	1.00	1.00	0.29	6-6	-26.0	False	possession.n.01	the act of having and controlling property	possession	By the death of his father in 1888 he had come into <XXX> of the family estate and had re-assumed its traditions .	possession	By the death of his father in 1888 he had come into <XXX> of the family estate and had re-assumed its traditions .
13	activity.n.01	1.00	1.00	0.29	7-1	-36.5	True	routine.n.01	an unvarying or habitual method or procedure	presentation	Subject to the limitations of this Act , the Secretary shall make stabilization payments to small domestic producers upon <XXX> of evidence satisfactory to him of their status as such producers and of the sale by them of newly mined ores , or concentrates produced therefrom , as provided in this Act .	routine	He had gotten stuck with a job too big for his imagination ; he had to cling to <XXX> , tested procedures .
13	activity.n.01	1.00	1.00	0.29	7-7	-35.4	False	routine.n.01	an unvarying or habitual method or procedure	routine	He had gotten stuck with a job too big for his imagination ; he had to cling to <XXX> , tested procedures .	routine	He had gotten stuck with a job too big for his imagination ; he had to cling to <XXX> , tested procedures .
15	group.n.01	0.80	1.00	0.40	1-1	-29.2	False	class.n.01	a collection of things sharing a common attribute	category	Since it requires only five players , it would seem to fall into the <XXX> of chamber music - yet it calls for a double bass , an instrument generally regarded as symphonic .	category	Since it requires only five players , it would seem to fall into the <XXX> of chamber music - yet it calls for a double bass , an instrument generally regarded as symphonic .
15	group.n.01	0.80	1.00	0.40	1-6	-29.8	True	class.n.01	a collection of things sharing a common attribute	order	Two poets are paired on each record , in the <XXX> given above .	category	Since it requires only five players , it would seem to fall into the <XXX> of chamber music - yet it calls for a double bass , an instrument generally regarded as symphonic .
15	group.n.01	0.80	1.00	0.40	2-2	-44.8	False	classification.n.02	a group of people or things arranged by class or category	classification	He has announced results on Hokan , Penutian , Uto-Aztecan , and almost all other American families and phyla , and has diagrammed their degree of interrelation ; but he has not worked out by lexicostatistics one comprehensively complete <XXX> of even a single family other than Salish .	classification	He has announced results on Hokan , Penutian , Uto-Aztecan , and almost all other American families and phyla , and has diagrammed their degree of interrelation ; but he has not worked out by lexicostatistics one comprehensively complete <XXX> of even a single family other than Salish .
15	group.n.01	0.80	1.00	0.40	2-3	-43.7	True	classification.n.02	a group of people or things arranged by class or category	public	All research within the United States contracted for , sponsored , cosponsored , or authorized under authority of this Act , shall be provided for in such manner that all information , uses , products , processes , patents , and other developments resulting from such research developed by Government expenditure will ( with such exceptions and limitations , if any , as the Secretary may find to be necessary in the interest of national defense ) be available to the general <XXX> .	classification	He has announced results on Hokan , Penutian , Uto-Aztecan , and almost all other American families and phyla , and has diagrammed their degree of interrelation ; but he has not worked out by lexicostatistics one comprehensively complete <XXX> of even a single family other than Salish .
15	group.n.01	0.80	1.00	0.40	3-3	-35.2	False	populace.n.01	people in general considered as a whole	public	All research within the United States contracted for , sponsored , cosponsored , or authorized under authority of this Act , shall be provided for in such manner that all information , uses , products , processes , patents , and other developments resulting from such research developed by Government expenditure will ( with such exceptions and limitations , if any , as the Secretary may find to be necessary in the interest of national defense ) be available to the general <XXX> .	public	All research within the United States contracted for , sponsored , cosponsored , or authorized under authority of this Act , shall be provided for in such manner that all information , uses , products , processes , patents , and other developments resulting from such research developed by Government expenditure will ( with such exceptions and limitations , if any , as the Secretary may find to be necessary in the interest of national defense ) be available to the general <XXX> .
15	group.n.01	0.80	1.00	0.40	3-7	-28.2	True	populace.n.01	people in general considered as a whole	enemies	Yes , he believed that the Jews were `` <XXX> of the Reich '' , and such a belief is , of course , typical of `` patriotic '' anti-Semites ; but he believed in the Jew as enemy in a kind of abstract , theological way , like a member of a cult speculating on the nature of things .	public	All research within the United States contracted for , sponsored , cosponsored , or authorized under authority of this Act , shall be provided for in such manner that all information , uses , products , processes , patents , and other developments resulting from such research developed by Government expenditure will ( with such exceptions and limitations , if any , as the Secretary may find to be necessary in the interest of national defense ) be available to the general <XXX> .
15	group.n.01	0.80	1.00	0.40	5-2	-65.0	True	social_organization.n.01	the people in a society considered as a system organized by a characteristic pattern of relationships	classification	He has announced results on Hokan , Penutian , Uto-Aztecan , and almost all other American families and phyla , and has diagrammed their degree of interrelation ; but he has not worked out by lexicostatistics one comprehensively complete <XXX> of even a single family other than Salish .	social system	Most countries in this second category share the difficulty of having many of the structures of a modern political and <XXX> without the modern standards of performance required to make them effective .
15	group.n.01	0.80	1.00	0.40	5-5	-64.9	False	social_organization.n.01	the people in a society considered as a system organized by a characteristic pattern of relationships	social system	Most countries in this second category share the difficulty of having many of the structures of a modern political and <XXX> without the modern standards of performance required to make them effective .	social system	Most countries in this second category share the difficulty of having many of the structures of a modern political and <XXX> without the modern standards of performance required to make them effective .
15	group.n.01	0.80	1.00	0.40	6-1	-42.8	True	ordering.n.01	logical or comprehensible arrangement of separate elements	category	Since it requires only five players , it would seem to fall into the <XXX> of chamber music - yet it calls for a double bass , an instrument generally regarded as symphonic .	order	Two poets are paired on each record , in the <XXX> given above .
15	group.n.01	0.80	1.00	0.40	6-6	-44.7	False	ordering.n.01	logical or comprehensible arrangement of separate elements	order	Two poets are paired on each record , in the <XXX> given above .	order	Two poets are paired on each record , in the <XXX> given above .
15	group.n.01	0.80	1.00	0.40	7-5	-27.2	True	enemy.n.03	any hostile group of people	social system	Most countries in this second category share the difficulty of having many of the structures of a modern political and <XXX> without the modern standards of performance required to make them effective .	enemies	Yes , he believed that the Jews were `` <XXX> of the Reich '' , and such a belief is , of course , typical of `` patriotic '' anti-Semites ; but he believed in the Jew as enemy in a kind of abstract , theological way , like a member of a cult speculating on the nature of things .
15	group.n.01	0.80	1.00	0.40	7-7	-24.8	False	enemy.n.03	any hostile group of people	enemies	Yes , he believed that the Jews were `` <XXX> of the Reich '' , and such a belief is , of course , typical of `` patriotic '' anti-Semites ; but he believed in the Jew as enemy in a kind of abstract , theological way , like a member of a cult speculating on the nature of things .	enemies	Yes , he believed that the Jews were `` <XXX> of the Reich '' , and such a belief is , of course , typical of `` patriotic '' anti-Semites ; but he believed in the Jew as enemy in a kind of abstract , theological way , like a member of a cult speculating on the nature of things .
16	attribute.n.02	1.00	1.00	0.60	1-1	-61.7	False	dependence.n.01	the state of relying on or being controlled by someone or something else	dependence	The <XXX> of the arc voltage upon the mass flow velocity of the transpirating gas was investigated for various arc lengths and currents between 100 Amp and 200 Amp .	dependence	The <XXX> of the arc voltage upon the mass flow velocity of the transpirating gas was investigated for various arc lengths and currents between 100 Amp and 200 Amp .
16	attribute.n.02	1.00	1.00	0.60	1-9	-37.9	True	dependence.n.01	the state of relying on or being controlled by someone or something else	feeling	Probably because it was a place where she might get a <XXX> of certainty and security .	dependence	The <XXX> of the arc voltage upon the mass flow velocity of the transpirating gas was investigated for various arc lengths and currents between 100 Amp and 200 Amp .
16	attribute.n.02	1.00	1.00	0.60	8-1	-18.8	True	characteristic.n.02	a distinguishing quality	dependence	The <XXX> of the arc voltage upon the mass flow velocity of the transpirating gas was investigated for various arc lengths and currents between 100 Amp and 200 Amp .	characteristic	One <XXX> of the spirit in community is its givenness .
16	attribute.n.02	1.00	1.00	0.60	8-8	-15.8	False	characteristic.n.02	a distinguishing quality	characteristic	One <XXX> of the spirit in community is its givenness .	characteristic	One <XXX> of the spirit in community is its givenness .
16	attribute.n.02	1.00	1.00	0.60	9-9	-34.8	False	feeling.n.01	the experiencing of affective and emotional states	feeling	Probably because it was a place where she might get a <XXX> of certainty and security .	feeling	Probably because it was a place where she might get a <XXX> of certainty and security .
16	attribute.n.02	1.00	1.00	0.60	9-10	-33.2	True	feeling.n.01	the experiencing of affective and emotional states	unity	One of the ironies of the present crusade for Christian <XXX> is that there are not , relatively speaking , many real Christians to unite .	feeling	Probably because it was a place where she might get a <XXX> of certainty and security .
16	attribute.n.02	1.00	1.00	0.60	10-8	-47.8	True	integrity.n.01	an undivided or unbroken completeness or totality with nothing wanting	characteristic	One <XXX> of the spirit in community is its givenness .	unity	One of the ironies of the present crusade for Christian <XXX> is that there are not , relatively speaking , many real Christians to unite .
16	attribute.n.02	1.00	1.00	0.60	10-10	-54.2	False	integrity.n.01	an undivided or unbroken completeness or totality with nothing wanting	unity	One of the ironies of the present crusade for Christian <XXX> is that there are not , relatively speaking , many real Christians to unite .	unity	One of the ironies of the present crusade for Christian <XXX> is that there are not , relatively speaking , many real Christians to unite .
17	group_action.n.01	1.00	1.00	0.75	4-4	-66.8	False	commerce.n.01	transactions (sales and purchases) having the objective of supplying commodities (goods and services)	commerce	It rested its decision solely on 7 , which reads in pertinent part : `` [ N ] o corporation engaged in <XXX> shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in <XXX> , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such <XXX> in any section or community , or tend to create a monopoly of any line of <XXX> .	commerce	It rested its decision solely on 7 , which reads in pertinent part : `` [ N ] o corporation engaged in <XXX> shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in <XXX> , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such <XXX> in any section or community , or tend to create a monopoly of any line of <XXX> .
17	group_action.n.01	1.00	1.00	0.75	4-6	-61.9	True	commerce.n.01	transactions (sales and purchases) having the objective of supplying commodities (goods and services)	association	Missionary outreach by friendly contact looks somewhat different when one reflects on what is known about friendly contact in metropolitan neighborhoods ; the majority of such contacts are with people of similar social and economic position ; <XXX> by level of achievement is the dominant principle of informal relations .	commerce	It rested its decision solely on 7 , which reads in pertinent part : `` [ N ] o corporation engaged in <XXX> shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in <XXX> , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such <XXX> in any section or community , or tend to create a monopoly of any line of <XXX> .
17	group_action.n.01	1.00	1.00	0.75	6-4	-29.3	True	association.n.02	the act of consorting with or joining with others	commerce	It rested its decision solely on 7 , which reads in pertinent part : `` [ N ] o corporation engaged in <XXX> shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in <XXX> , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such <XXX> in any section or community , or tend to create a monopoly of any line of <XXX> .	association	Missionary outreach by friendly contact looks somewhat different when one reflects on what is known about friendly contact in metropolitan neighborhoods ; the majority of such contacts are with people of similar social and economic position ; <XXX> by level of achievement is the dominant principle of informal relations .
17	group_action.n.01	1.00	1.00	0.75	6-6	-31.8	False	association.n.02	the act of consorting with or joining with others	association	Missionary outreach by friendly contact looks somewhat different when one reflects on what is known about friendly contact in metropolitan neighborhoods ; the majority of such contacts are with people of similar social and economic position ; <XXX> by level of achievement is the dominant principle of informal relations .	association	Missionary outreach by friendly contact looks somewhat different when one reflects on what is known about friendly contact in metropolitan neighborhoods ; the majority of such contacts are with people of similar social and economic position ; <XXX> by level of achievement is the dominant principle of informal relations .
18	furniture.n.01	0.20	0.40	0.20	1-1	-27.5	False	sofa.n.01	an upholstered seat for more than one person	couch	While Johnny made himself comfortable on the <XXX> , I 'd play the tunes for him .	couch	While Johnny made himself comfortable on the <XXX> , I 'd play the tunes for him .
18	furniture.n.01	0.20	0.40	0.20	1-4	-27.5	True	sofa.n.01	an upholstered seat for more than one person	bed	He sat beside Kate 's <XXX> with the others throughout the morning , talking , talking of God 's will , while Kate lay staring angrily at him .	couch	While Johnny made himself comfortable on the <XXX> , I 'd play the tunes for him .
18	furniture.n.01	0.20	0.40	0.20	2-2	-34.9	False	chair.n.01	a seat for one person, with a support for the back	chair	Harold put a teaspoonful of powdered coffee in his cup and filled it with hot water , and then , stirring , he sat back in his <XXX> .	chair	Harold put a teaspoonful of powdered coffee in his cup and filled it with hot water , and then , stirring , he sat back in his <XXX> .
18	furniture.n.01	0.20	0.40	0.20	2-5	-33.0	True	chair.n.01	a seat for one person, with a support for the back	bench	Conrad hung up and sat on the small telephone-booth <XXX> , massaging his right leg .	chair	Harold put a teaspoonful of powdered coffee in his cup and filled it with hot water , and then , stirring , he sat back in his <XXX> .
18	furniture.n.01	0.20	0.40	0.20	4-1	-23.8	True	bed.n.01	a piece of furniture that provides a place to sleep	couch	While Johnny made himself comfortable on the <XXX> , I 'd play the tunes for him .	bed	He sat beside Kate 's <XXX> with the others throughout the morning , talking , talking of God 's will , while Kate lay staring angrily at him .
18	furniture.n.01	0.20	0.40	0.20	4-4	-25.6	False	bed.n.01	a piece of furniture that provides a place to sleep	bed	He sat beside Kate 's <XXX> with the others throughout the morning , talking , talking of God 's will , while Kate lay staring angrily at him .	bed	He sat beside Kate 's <XXX> with the others throughout the morning , talking , talking of God 's will , while Kate lay staring angrily at him .
18	furniture.n.01	0.20	0.40	0.20	5-2	-25.7	True	bench.n.01	a long seat for more than one person	chair	Harold put a teaspoonful of powdered coffee in his cup and filled it with hot water , and then , stirring , he sat back in his <XXX> .	bench	Conrad hung up and sat on the small telephone-booth <XXX> , massaging his right leg .
18	furniture.n.01	0.20	0.40	0.20	5-5	-24.2	False	bench.n.01	a long seat for more than one person	bench	Conrad hung up and sat on the small telephone-booth <XXX> , massaging his right leg .	bench	Conrad hung up and sat on the small telephone-booth <XXX> , massaging his right leg .
19	ability.n.02	1.00	0.62	0.12	1-1	-29.8	False	invention.n.01	the creation of something in the mind	invention	Thus , 1745 corresponded to the <XXX> of the `` Leiden '' jar by Kleist , 1764 that of the electrophorus by Wilcke , 1782 produced the condenser of Volta , and 1801 the voltaic pile .	invention	Thus , 1745 corresponded to the <XXX> of the `` Leiden '' jar by Kleist , 1764 that of the electrophorus by Wilcke , 1782 produced the condenser of Volta , and 1801 the voltaic pile .
